ID,Area,Sum_length,Density,Mean_price,Sum_Z,Mean_cy,Count_trans,POINT_X,POINT_Y
1341,2.25,9.6616,4.294,0,9813,0,1,363388.833,3423075.811
1740,2.25,2.744,1.2195,0,36296,0,2,313888.833,3432075.811
2709,2.25,9.3697,4.1643,5946.88,69939,75996.27,9,363388.833,3451575.811
745,2.25,0,0,0,2893,0,1,333388.833,3411075.811
1777,2.25,2.6548,1.1799,0,4737,0,6,369388.833,3432075.811
315,2.25,7.1042,3.1574,0,51202,0,2,336388.833,3402075.811
2401,2.25,2.0918,0.9297,2969.38,644,0,1,333388.833,3445575.811
1398,2.25,1.8759,0.8337,0,1653,0,1,340888.833,3424575.811
3051,2.25,34.2775,15.2344,0,1279,23079.03,32,336388.833,3459075.811
2829,2.25,6.2352,2.7712,0,1876,29884.12,30,327388.833,3454575.811
969,2.25,1.2614,0.5606,0,2752,0,2,345388.833,3415575.811
2204,2.25,4.6174,2.0522,0,1103,0,1,361888.833,3441075.811
2484,2.25,25.6371,11.3943,5472.42,123996,0,6,349888.833,3447075.811
1176,2.25,4.4996,1.9998,0,1898,0,8,331888.833,3420075.811
2720,2.25,10.8276,4.8123,0,21266,92094.56,4,379888.833,3451575.811
2492,2.25,6.1181,2.7192,1940,15084,0,24,361888.833,3447075.811
1605,2.25,6.4113,2.8495,0,7498,0,1,327388.833,3429075.811
2465,2.25,13.0211,5.7872,8766.67,69839,0,18,321388.833,3447075.811
528,2.25,2.6107,1.1603,0,1226,0,2,331888.833,3406575.811
527,2.25,0,0,0,1951,0,15,330428.4281,3406609.929
892,2.25,1.5023,0.6677,0,2117,0,4,337888.833,3414075.811
2311,2.25,0,0,0,68,0,7,306388.833,3444075.811
531,2.25,0,0,0,2071,0,13,336388.833,3406575.811
3040,2.25,3.0664,1.3628,0,1934,0,2,319888.833,3459075.811
2248,2.25,1.4842,0.6596,0,1014,0,1,319888.833,3442575.811
1404,2.25,3.611,1.6049,0,37670,0,11,349888.833,3424575.811
968,2.25,0.2606,0.1158,0,1512,0,2,343888.833,3415575.811
1262,2.25,6.9917,3.1074,2269.17,64924,0,11,352888.833,3421575.811
1989,2.25,1.1873,0.5277,0,989,0,10,363388.833,3436575.811
2606,2.25,3.5571,1.5809,0,52284,4105.5,2,316903.5687,3450082.497
1327,2.25,0,0,0,3949,0,2,342388.833,3423075.811
2362,2.25,6.0281,2.6792,2800,9454,0,4,382888.833,3444075.811
2222,2.25,1.3885,0.6171,0,982,0,1,388888.833,3441075.811
2710,2.25,18.6673,8.2966,0,38359,0,1,364888.833,3451575.811
1719,2.25,1.5021,0.6676,0,1280,0,6,390388.833,3430575.811
1575,2.25,7.9586,3.5372,0,1377,0,1,390388.833,3427575.811
2124,2.25,3.4815,1.5473,5474.14,55328,0,4,349888.833,3439575.811
1367,2.25,0,0,0,0,0,1,401662.8919,3422392.244
1390,2.25,6.2617,2.783,0,2892,0,24,328888.833,3424575.811
2064,2.25,3.0275,1.3456,0,1342,0,2,367888.833,3438075.811
594,2.25,5.2209,2.3204,0,2336,0,1,322888.833,3408075.811
2717,2.25,12.0323,5.3477,4247.96,19309,2020.83,2,375388.833,3451575.811
1247,2.25,5.6444,2.5086,0,1600,0,16,330388.833,3421575.811
981,2.25,0.2439,0.1084,3125,1738,0,9,363388.833,3415575.811
1933,2.25,4.0339,1.7929,0,1999,0,4,387388.833,3435075.811
3260,2.25,9.2711,4.1205,3371.92,48725,54219.72,4,325888.833,3463575.811
917,2.25,0,0,0,1152,0,3,375378.3029,3414136.311
1207,2.25,6.0201,2.6756,0,34103,0,5,378388.833,3420075.811
2232,2.25,0.7323,0.3255,0,572,0,4,295985.3323,3443001.998
872,2.25,2.9197,1.2976,0,1032,0,8,308252.1669,3413726.749
1695,2.25,4.6589,2.0706,0,2261,0,5,354388.833,3430575.811
1857,2.25,7.1146,3.162,0,825,0,8,381388.833,3433575.811
1469,2.25,4.4824,1.9922,0,6751,0,4,339388.833,3426075.811
1220,2.25,9.0486,4.0216,0,0,0,2,397888.833,3420075.811
1553,2.25,8.0639,3.584,0,8501,0,0,357388.833,3427575.811
1004,2.25,1.4578,0.6479,0,0,0,0,397810.6669,3415778.914
1529,2.25,1.3867,0.6163,0,762,0,0,321388.833,3427575.811
1210,2.25,0,0,0,1376,0,0,382888.833,3420075.811
1256,2.25,0,0,0,1569,0,0,343888.833,3421575.811
4675,2.25,0,0,0,1734,0,0,396388.833,3492075.811
1097,2.25,4.796,2.1316,0,2067,0,0,321388.833,3418575.811
1969,2.25,10.2993,4.5775,9083.33,43786,0,0,333388.833,3436575.811
464,2.25,1.8051,0.8023,0,4379,0,0,343888.833,3405075.811
3727,2.25,7.1543,3.1797,0,1381,0,0,378388.833,3472575.811
1133,2.25,5.1511,2.2894,0,2644,0,0,375388.833,3418575.811
1522,2.25,2.1688,0.9639,0,3304,0,0,310888.833,3427575.811
2104,2.25,5.3181,2.3636,0,3759,0,0,319888.833,3439575.811
4377,2.25,0.7182,0.3192,0,2442,0,0,381388.833,3486075.811
2402,2.25,1.5207,0.6759,3917.24,134,0,0,334888.833,3445575.811
1471,2.25,1.5294,0.6797,0,5117,0,0,342388.833,3426075.811
1377,2.25,0,0,0,4127,0,0,309388.833,3424575.811
669,2.25,0,0,0,1852,0,0,327388.833,3409575.811
1328,2.25,0,0,0,2832,0,0,343888.833,3423075.811
1618,2.25,0.3007,0.1336,0,4616,0,0,346888.833,3429075.811
4164,2.25,1.3459,0.5982,0,170,0,0,385959.2563,3481661.935
4067,2.25,3.9965,1.7762,0,84259,0,0,348388.833,3480075.811
1076,2.25,9.7185,4.3193,0,0,0,0,397888.833,3417075.811
3990,2.25,4.2199,1.8755,0,39575,0,0,340888.833,3478575.811
1208,2.25,3.2757,1.4559,0,11921,0,0,379888.833,3420075.811
2399,2.25,3.0158,1.3404,4244.44,1694,0,0,330388.833,3445575.811
3920,2.25,3.8322,1.7032,5966,23827,0,0,343888.833,3477075.811
978,2.25,3.3288,1.4795,0,1522,0,0,358888.833,3415575.811
2349,2.25,5.4029,2.4013,4757.11,904,0,0,363388.833,3444075.811
3207,2.25,18.3429,8.1524,6894,384219,83529.88,0,354388.833,3462075.811
971,2.25,1.7536,0.7794,0,2882,0,0,348388.833,3415575.811
2313,2.25,0,0,0,1675,0,0,309388.833,3444075.811
678,2.25,5.7958,2.5759,0,10725,0,0,340888.833,3409575.811
2974,2.25,10.0037,4.4461,0,917,0,0,328888.833,3457575.811
2338,2.25,20.1566,8.9585,5008.84,82992,0,0,346888.833,3444075.811
613,2.25,4.3592,1.9374,0,57917,0,0,351388.833,3408075.811
5079,2.25,3.9381,1.7502,0,2305,0,0,354388.833,3501075.811
1742,2.25,0,0,0,1615,0,0,316888.833,3432075.811
1855,2.25,8.1221,3.6098,0,12455,0,0,378388.833,3433575.811
3656,2.25,7.7334,3.4371,0,1430,0,0,379888.833,3471075.811
3502,2.25,11.9472,5.3099,3700,97160,0,0,364888.833,3468075.811
4946,2.25,1.1826,0.5256,0,1333,0,0,370888.833,3498075.811
1320,2.25,1.5004,0.6669,0,2226,0,0,331888.833,3423075.811
2002,2.25,14.8365,6.594,5909.29,101075,0,0,382888.833,3436575.811
1381,2.25,13.813,6.1391,0,820,0,0,315388.833,3424575.811
2642,2.25,9.3824,4.1699,3500,12836,0,0,370888.833,3450075.811
5514,2.25,6.3253,2.8112,0,1610,0,0,358888.833,3510075.811
840,2.25,0,0,0,0,0,0,367777.5394,3412764.008
4879,2.25,2.8494,1.2664,0,1716,0,0,378388.833,3496575.811
737,2.25,0.9667,0.4296,0,2816,0,0,321515.1457,3410990.308
2196,2.25,9.2817,4.1252,5803.77,82992,0,0,349888.833,3441075.811
3425,2.25,16.6219,7.3875,5615.75,131208,0,0,357388.833,3466575.811
2242,2.25,6.2144,2.762,24000,1009,0,0,310888.833,3442575.811
2384,2.25,0,0,0,39,0,0,307904.4376,3445516.248
2264,2.25,22.871,10.1649,3537.05,51386,0,0,343888.833,3442575.811
1396,2.25,10.5096,4.6709,0,2166,0,0,337888.833,3424575.811
2225,2.25,0,0,0,0,0,0,392796.0349,3440570.082
1811,2.25,3.8165,1.6962,0,7834,0,0,312388.833,3433575.811
3413,2.25,11.4353,5.0824,3945.71,40305,0,0,339388.833,3466575.811
2189,2.25,6.5077,2.8923,0,14378,0,0,339388.833,3441075.811
1625,2.25,5.9922,2.6632,0,16176,0,0,357388.833,3429075.811
670,2.25,0,0,0,1224,0,0,328888.833,3409575.811
2907,2.25,1.5714,0.6984,0,9599,0,0,336388.833,3456075.811
3184,2.25,0.3688,0.1639,0,1819,12712.09,0,319996.2383,3461980.564
1994,2.25,3.021,1.3427,0,933,0,0,370888.833,3436575.811
4803,2.25,2.8001,1.2445,0,2260,0,0,372388.833,3495075.811
5580,2.25,0,0,0,920,0,0,349888.833,3511575.811
1429,2.25,0.52,0.2311,0,1434,0,0,387388.833,3424575.811
3008,2.25,1.2955,0.5758,2200,433,0,0,379888.833,3457575.811
3069,2.25,12.8858,5.727,6829.69,168436,0,0,363388.833,3459075.811
1334,2.25,6.6595,2.9598,4425,97632,0,0,352888.833,3423075.811
3504,2.25,13.1656,5.8514,0,59825,0,0,367888.833,3468075.811
5519,2.25,0,0,0,0,0,0,365689.6749,3509343.766
1881,2.25,0,0,0,2152,0,0,309388.833,3435075.811
1241,2.25,3.4553,1.5357,0,27639,0,0,321388.833,3421575.811
5220,2.25,3.2815,1.4584,0,1193,0,0,349888.833,3504075.811
1664,2.25,0,0,0,765,0,0,308331.3262,3430762.469
4198,2.25,0.7259,0.3226,0,1154,0,0,328996.4293,3482955.697
540,2.25,1.8597,0.8265,0,12720,0,0,349888.833,3406575.811
4881,2.25,2.1412,0.9516,0,1683,0,0,381388.833,3496575.811
1386,2.25,5.5673,2.4743,0,695,0,0,322888.833,3424575.811
2149,2.25,6.5557,2.9137,0,1352,0,0,387388.833,3439575.811
1005,2.25,0,0,0,0,0,0,399190.6956,3416081.643
2756,2.25,1.8553,0.8246,0,1352,104.8,0,325888.833,3453075.811
461,2.25,1.7296,0.7687,0,6566,0,0,339388.833,3405075.811
5713,2.25,3.8605,1.7158,0,735,0,0,333388.833,3514575.811
1107,2.25,7.6604,3.4046,0,2277,0,0,336388.833,3418575.811
4740,2.25,0.4403,0.1957,0,973,0,0,385888.833,3493575.811
1970,2.25,11.8814,5.2806,0,27759,0,0,334888.833,3436575.811
5082,2.25,3.0765,1.3673,0,1463,0,0,358888.833,3501075.811
2307,2.25,2.7013,1.2006,0,1345,0,0,300388.833,3444075.811
1841,2.25,11.6655,5.1847,0,0,0,0,357388.833,3433575.811
2280,2.25,2.585,1.1489,4100,885,0,0,367888.833,3442575.811
2106,2.25,2.6637,1.1839,0,538,0,0,322888.833,3439575.811
2146,2.25,3.1748,1.411,0,1085,0,0,382888.833,3439575.811
4937,2.25,1.0599,0.4711,0,2486,0,0,357388.833,3498075.811
1329,2.25,0,0,0,10724,0,0,345388.833,3423075.811
4885,2.25,0,0,0,1976,0,0,387323.6564,3496401.761
610,2.25,1.5337,0.6817,0,4568,0,0,346888.833,3408075.811
3053,2.25,9.2491,4.1107,3709.7,69107,96205.86,0,339388.833,3459075.811
1190,2.25,8.5719,3.8098,2968.18,41521,0,0,352888.833,3420075.811
2938,2.25,0,0,0,141,0,0,382232.4755,3455507.604
5797,2.25,0,0,0,252,0,0,350671.514,3515378.971
2826,2.25,10.9323,4.8588,0,1602,95350,0,322888.833,3454575.811
830,2.25,6.1712,2.7428,0,973,0,0,352888.833,3412575.811
3786,2.25,0,0,3992.31,564,0,0,358796.3448,3473667.241
2250,2.25,0,0,0,1924,0,0,322888.833,3442575.811
6223,2.25,0,0,0,604,0,0,341737.9821,3524754.813
1677,2.25,2.8369,1.2608,0,27316,0,0,327388.833,3430575.811
2329,2.25,5.6913,2.5295,3788.57,884,0,0,333388.833,3444075.811
4347,2.25,8.4871,3.7721,0,402,0,0,336485.4969,3485386.183
1351,2.25,3.0135,1.3394,0,16960,0,0,378388.833,3423075.811
2488,2.25,20.9384,9.3059,0,1894,0,0,355888.833,3447075.811
1510,2.25,0,0,0,0,0,0,400304.7108,3425781.416
1862,2.25,0.8729,0.388,0,891,0,0,388888.833,3433575.811
4724,2.25,0,0,0,5035,0,0,361888.833,3493575.811
2571,2.25,5.0742,2.2552,0,1060,0,0,372388.833,3448575.811
6012,2.25,0.8094,0.3597,0,0,0,0,349232.0644,3519997.592
3627,2.25,3.988,1.7725,6250,51185,0,0,336388.833,3471075.811
1501,2.25,0.3392,0.1508,1400,2093,0,0,387388.833,3426075.811
2006,2.25,3.7633,1.6726,0,902,0,0,388888.833,3436575.811
2398,2.25,0,0,0,2618,0,0,328888.833,3445575.811
4671,2.25,0,0,0,2553,0,0,390388.833,3492075.811
4055,2.25,2.1345,0.9487,0,33428,0,0,330388.833,3480075.811
828,2.25,0.8935,0.3971,0,1268,0,0,349888.833,3412575.811
5718,2.25,0.5482,0.2437,0,937,0,0,340888.833,3514575.811
1454,2.25,6.9212,3.0761,0,779,0,0,316888.833,3426075.811
1332,2.25,2.4434,1.0859,0,73515,0,0,349888.833,3423075.811
4011,2.25,0,0,0,858,0,0,372312.2947,3478044.58
3843,2.25,3.1377,1.3945,4300,8704,0,0,336388.833,3475575.811
4816,2.25,0,0,0,11654,0,0,391888.833,3495075.811
1611,2.25,13.5119,6.0053,0,1620,0,0,336388.833,3429075.811
4445,2.25,0,0,0,1089,0,0,375400.9564,3487589.05
1867,2.25,0,0,0,0,0,0,396312.8448,3433519.737
2365,2.25,3.2508,1.4448,0,25245,0,0,387388.833,3444075.811
1294,2.25,0,0,0,0,0,0,400888.833,3421575.811
1338,2.25,3.3746,1.4998,0,3763,0,0,358888.833,3423075.811
2467,2.25,4.4264,1.9673,3304.88,4994,0,0,324388.833,3447075.811
1027,2.25,5.3069,2.3586,0,4071,0,0,324388.833,3417075.811
3222,2.25,3.8041,1.6907,0,300,84597.17,0,376886.1595,3462073.131
3355,2.25,22.6547,10.0688,5547.89,186304,0,0,360388.833,3465075.811
1929,2.25,7.1758,3.1892,7112.56,104914,0,0,381388.833,3435075.811
1721,2.25,2.2505,1.0002,0,386,0,0,393388.833,3430575.811
4163,2.25,0,0,0,127,0,0,384666.1296,3482050.05
876,2.25,2.1727,0.9657,0,1723,0,0,313734.841,3414147.744
4078,2.25,1.1465,0.5096,0,844,0,0,364982.1021,3480000.804
5853,2.25,0,0,0,927,0,0,327435.7871,3517620.126
803,2.25,0.8807,0.3914,0,2328,0,0,312303.4229,3412675.255
5658,2.25,0,0,0,560,0,0,358478.841,3513118.77
3575,2.25,8.37,3.72,4463.75,95300,0,0,366388.833,3469575.811
2128,2.25,6.1572,2.7366,2763.75,17352,0,0,355888.833,3439575.811
319,2.25,9.2973,4.1321,3057.14,28143,0,0,342388.833,3402075.811
5369,2.25,1.6121,0.7165,0,9480,0,0,357388.833,3507075.811
2252,2.25,8.1833,3.637,4370,215,0,0,325888.833,3442575.811
5235,2.25,4.6095,2.0487,0,502,0,0,371744.9032,3503397.554
6076,2.25,2.1133,0.9393,0,1019,0,0,337888.833,3522075.811
2847,2.25,23.1979,10.3102,13347.69,214002,0,0,354388.833,3454575.811
3914,2.25,3.7845,1.682,3101.82,31039,0,0,334888.833,3477075.811
3774,2.25,0.6138,0.2728,0,287,0,0,340888.833,3474075.811
4023,2.25,0,0,0,0,0,0,390353.7351,3479202.015
1617,2.25,0,0,0,6499,0,0,345388.833,3429075.811
3476,2.25,11.0914,4.9295,0,13089,0,0,325888.833,3468075.811
675,2.25,4.3875,1.95,0,1779,0,0,336388.833,3409575.811
1165,2.25,3.1158,1.3848,0,2243,0,0,315388.833,3420075.811
1096,2.25,4.1871,1.8609,0,1387,0,0,319888.833,3418575.811
3856,2.25,6.165,2.74,3562.5,45279,0,0,355888.0105,3475574.998
2203,2.25,3.226,1.4338,0,2925,0,0,360388.833,3441075.811
3555,2.25,5.3341,2.3707,0,41290,0,0,336388.833,3469575.811
2581,2.25,0,0,0,18639,83131.22,0,387017.771,3448341.902
4730,2.25,3.1442,1.3974,0,2557,0,0,370888.833,3493575.811
607,2.25,11.5243,5.1219,0,5976,0,0,342388.833,3408075.811
3262,2.25,7.2423,3.2188,0,399,0,0,328888.833,3463575.811
4818,2.25,0,0,0,15298,0,0,394798.9276,3494851.346
1358,2.25,0,0,0,1429,0,0,388888.833,3423075.811
1325,2.25,3.3894,1.5064,0,1789,0,0,339388.833,3423075.811
1886,2.25,0,0,0,809,0,0,316888.833,3435075.811
5933,2.25,0,0,0,2171,0,0,339388.833,3519075.811
1317,2.25,12.5609,5.5826,0,20281,0,0,327388.833,3423075.811
5372,2.25,0.98,0.4356,0,1176,0,0,361888.833,3507075.811
3798,2.25,10.2376,4.5501,0,955,0,0,376888.833,3474075.811
1266,2.25,9.4367,4.1941,0,2927,0,0,358888.833,3421575.811
2611,2.25,5.3502,2.3778,4988.18,1914,0,0,324388.833,3450075.811
5730,2.25,1.9268,0.8564,0,0,0,0,358150.1065,3513833.651
5862,2.25,0,0,0,1021,0,0,340888.833,3517575.811
1760,2.25,17.5103,7.7823,0,72610,0,0,343888.833,3432075.811
1554,2.25,5.215,2.3178,2862.79,1876,0,0,358888.833,3427575.811
525,2.25,0,0,0,473,0,0,327029.1218,3406753.436
5081,2.25,1.6907,0.7514,0,2185,0,0,357388.833,3501075.811
4440,2.25,0,0,0,0,0,0,368532.1458,3488235.403
1060,2.25,1.2977,0.5768,0,2246,0,0,373888.833,3417075.811
914,2.25,0,0,0,657,0,0,370888.833,3414075.811
395,2.25,0,0,0,0,0,0,347874.0976,3404159.94
1960,2.25,0,0,0,1225,0,0,319888.833,3436575.811
1072,2.25,9.3738,4.1661,0,29875,0,0,391888.833,3417075.811
2510,2.25,0.2167,0.0963,0,350,0,0,388404.2027,3446689.141
4668,2.25,1.5553,0.6912,0,1606,0,0,385888.833,3492075.811
4812,2.25,3.8936,1.7305,0,1279,0,0,385888.833,3495075.811
3003,2.25,5.3251,2.3667,0,6542,0,0,372388.833,3457575.811
3496,2.25,20.3867,9.0608,5073.37,99759,0,0,355888.833,3468075.811
5011,2.25,4.1814,1.8584,0,1439,0,0,360388.833,3499575.811
880,2.25,0.4299,0.1911,0,2264,0,0,320223.3251,3414087.902
3334,2.25,12.2572,5.4477,0,925,0,0,328888.833,3465075.811
2332,2.25,4.9044,2.1797,7350,57974,0,0,337888.833,3444075.811
857,2.25,0,0,0,0,0,0,393188.6472,3413320.282
3291,2.25,5.9139,2.6284,0,621,0,0,372388.833,3463575.811
5584,2.25,0.9903,0.4401,0,680,0,0,355888.833,3511575.811
2986,2.25,20.4282,9.0792,5032.61,98680,96386,0,346888.833,3457575.811
5642,2.25,0.4162,0.185,0,1359,0,0,334888.833,3513075.811
5783,2.25,0,0,0,1686,0,0,330388.833,3516075.811
4238,2.25,2.324,1.0329,0,1205,0,0,388888.833,3483075.811
3553,2.25,11.6505,5.178,3196.57,45506,0,0,333388.833,3469575.811
2995,2.25,13.1169,5.8297,7799.96,112122,0,0,360388.833,3457575.811
5425,2.25,0,0,0,0,0,0,333907.2087,3509156.812
2477,2.25,11.8045,5.2464,4963.85,129958,0,0,339388.833,3447075.811
2140,2.25,3.429,1.524,0,935,0,0,373888.833,3439575.811
4747,2.25,0,0,0,8818,0,0,396363.8969,3493541.248
1956,2.25,3.0862,1.3717,0,850,0,0,313888.833,3436575.811
2432,2.25,1.0362,0.4605,0,1747,0,0,379888.833,3445575.811
1432,2.25,7.1874,3.1944,0,934,0,0,391888.833,3424575.811
1744,2.25,0,0,0,628,0,0,319888.833,3432075.811
839,2.25,0,0,0,0,0,0,366388.833,3412575.811
5729,2.25,1.6804,0.7468,0,49,0,0,357547.7351,3514083.783
4602,2.25,0,0,0,1029,0,0,394888.833,3490575.811
2367,2.25,0,0,0,125,0,0,390161.9473,3443930.775
1866,2.25,0,0,0,0,0,0,394888.833,3433575.811
5222,2.25,7.1055,3.158,0,1388,0,0,352888.833,3504075.811
1245,2.25,3.3118,1.4719,0,3533,0,0,327388.833,3421575.811
2827,2.25,6.2113,2.7606,0,2003,96382.5,0,324388.833,3454575.811
3279,2.25,21.084,9.3707,7310.39,235323,0,0,354388.833,3463575.811
5013,2.25,1.5449,0.6866,0,3497,0,0,363388.833,3499575.811
5157,2.25,1.3602,0.6045,0,1686,0,0,363388.833,3502575.811
2391,2.25,6.0276,2.6789,0,8686,0,0,318388.833,3445575.811
2027,2.25,1.8997,0.8443,0,7168,0,0,312388.833,3438075.811
2416,2.25,15.1675,6.7411,0,568,0,0,355888.833,3445575.811
5221,2.25,2.2627,1.0056,0,2147,0,0,351388.833,3504075.811
2163,2.25,1.7537,0.7794,0,21550,0,0,300392.542,3441079.006
1622,2.25,0.5328,0.2368,0,8415,0,0,352888.833,3429075.811
1545,2.25,0,0,0,1816,0,0,345388.833,3427575.811
4721,2.25,0.0717,0.0319,0,252,0,0,357920.4141,3494212.005
1363,2.25,0,0,0,1086,0,0,396388.833,3423075.811
2906,2.25,6.2291,2.7685,0,9016,0,0,334888.833,3456075.811
1694,2.25,0,0,3645.45,1939,0,0,352888.833,3430575.811
1123,2.25,1.5193,0.6753,0,2719,0,0,360388.833,3418575.811
4374,2.25,0,0,0,687,0,0,377013.7075,3486386.551
1865,2.25,0,0,0,165,0,0,393388.833,3433575.811
1716,2.25,4.098,1.8213,0,856,0,0,385888.833,3430575.811
2216,2.25,3.0033,1.3348,0,1291,0,0,379888.833,3441075.811
4304,2.25,0,0,0,493,0,0,379990.5371,3484737.506
4800,2.25,0,0,0,1694,0,0,367888.833,3495075.811
5374,2.25,0,0,0,509,0,0,364826.4401,3506998.519
1547,2.25,0.2858,0.127,0,6935,0,0,348388.833,3427575.811
1532,2.25,8.2709,3.676,0,579,0,0,325888.833,3427575.811
763,2.25,1.5363,0.6828,2788.56,194,0,0,360377.2092,3411291.486
2718,2.25,7.5214,3.3429,6251.95,3804,94189,0,376888.833,3451575.811
4006,2.25,0.3761,0.1672,0,98,0,0,365187.6599,3479108.765
2420,2.25,3.9118,1.7386,5958,1563,0,0,361888.833,3445575.811
740,2.25,1.501,0.6671,0,2132,0,0,325888.833,3411075.811
2356,2.25,3.944,1.7529,0,1211,0,0,373888.833,3444075.811
2921,2.25,25.7098,11.4266,14129.23,160253,0,0,357388.833,3456075.811
1646,2.25,3.3954,1.5091,0,1431,0,0,388888.833,3429075.811
4140,2.25,0,0,0,45372,0,0,349754.662,3481354.777
1905,2.25,8.2782,3.6792,3666.67,62192,0,0,345388.833,3435075.811
736,2.25,1.5946,0.7087,0,327,0,0,320634.2714,3410355.199
2470,2.25,3.5637,1.5839,0,9461,0,0,328888.833,3447075.811
2148,2.25,3.2835,1.4593,0,848,0,0,385888.833,3439575.811
3517,2.25,1.1155,0.4958,0,2023,0,0,387393.9823,3468086.447
5143,2.25,0,0,0,1712,0,0,342797.3696,3503020.713
1755,2.25,5.195,2.3089,0,12759,0,0,336388.833,3432075.811
2715,2.25,8.9136,3.9616,0,18425,0,0,372388.833,3451575.811
5147,2.25,4.8816,2.1696,0,53290,0,0,348388.833,3502575.811
6082,2.25,0,0,0,977,0,0,346796.3052,3521833.605
5015,2.25,0.5894,0.262,0,1156,0,0,366388.833,3499575.811
3429,2.25,4.0398,1.7955,0,89065,0,0,363388.833,3466575.811
3564,2.25,13.1654,5.8513,0,44959,0,0,349888.833,3469575.811
1481,2.25,6.8787,3.0572,2820,13646,0,0,357388.833,3426075.811
3430,2.25,10.045,4.4645,0,42375,0,0,364888.833,3466575.811
758,2.25,5.0069,2.2253,0,5070,0,0,352888.833,3411075.811
2142,2.25,1.8429,0.819,0,865,0,0,376888.833,3439575.811
1034,2.25,5.0134,2.2282,0,2190,0,0,334888.833,3417075.811
3147,2.25,10.1546,4.5131,5722.5,6983,0,0,372388.833,3460575.811
3292,2.25,12.544,5.5751,3803.33,496,0,0,373888.833,3463575.811
2218,2.25,12.5669,5.5853,0,5730,0,0,382888.833,3441075.811
2066,2.25,4.7993,2.133,0,1319,0,0,370888.833,3438075.811
1088,2.25,4.9735,2.2105,0,1467,0,0,308266.4595,3419269.398
4594,2.25,3.4801,1.5467,0,1100,0,0,382888.833,3490575.811
4205,2.25,0.6131,0.2725,0,1588,0,0,339388.833,3483075.811
5370,2.25,2.8182,1.2525,0,8705,0,0,358888.833,3507075.811
1249,2.25,0,0,0,1466,0,0,333388.833,3421575.811
2428,2.25,9.1678,4.0746,0,902,0,0,373888.833,3445575.811
4245,2.25,0,0,0,0,0,0,398989.9797,3483381.422
2897,2.25,6.2602,2.7823,0,2722,0,0,321388.833,3456075.811
2935,2.25,12.8868,5.7274,0,1159,0,0,378388.833,3456075.811
3992,2.25,3.1757,1.4114,1760,13442,0,0,343888.833,3478575.811
1507,2.25,1.1752,0.5223,0,1413,0,0,396388.833,3426075.811
2117,2.25,9.3404,4.1513,0,3853,0,0,339388.833,3439575.811
1305,2.25,0.1009,0.0448,0,10729,0,0,309388.833,3423075.811
5656,2.25,0.279,0.124,0,478,0,0,355880.331,3513067.564
3616,2.25,8.4478,3.7546,0,796,0,0,320080.961,3471074.366
2922,2.25,27.1495,12.0664,9699.48,114870,92979.52,0,358888.833,3456075.811
388,2.25,3.9546,1.7576,0,11578,0,0,337888.833,3403575.811
526,2.25,0,0,0,1117,0,0,329466.2614,3406910.54
998,2.25,11.2802,5.0134,0,15427,0,0,388888.833,3415575.811
2393,2.25,13.5873,6.0388,0,1061,0,0,321388.833,3445575.811
2626,2.25,16.9811,7.5472,8052.84,117162,0,0,346888.833,3450075.811
1171,2.25,13.9719,6.2097,2600,110356,0,0,324388.833,3420075.811
1557,2.25,6.6352,2.949,0,2873,0,0,363388.833,3427575.811
4935,2.25,2.6629,1.1835,0,2463,0,0,354388.833,3498075.811
1360,2.25,1.508,0.6702,0,1366,0,0,391888.833,3423075.811
4876,2.25,1.7945,0.7976,0,1027,0,0,373888.833,3496575.811
1236,2.25,4.6381,2.0614,0,745,0,0,313888.833,3421575.811
853,2.25,0.2255,0.1002,0,0,0,0,387460.9545,3413209.324
1311,2.25,1.499,0.6662,0,1716,0,0,318388.833,3423075.811
2039,2.25,8.1317,3.6141,6245.56,70590,0,0,330388.833,3438075.811
5005,2.25,5.3184,2.3637,0,1633,0,0,351388.833,3499575.811
1946,2.25,4.6129,2.0502,0,914,0,0,299289.0658,3436672.354
673,2.25,2.986,1.3271,0,1873,0,0,333388.833,3409575.811
4210,2.25,0,0,0,45282,0,0,346886.0537,3483073.933
1910,2.25,16.4736,7.3216,3070,36804,0,0,352888.833,3435075.811
1922,2.25,6.2937,2.7972,4128.24,1045,0,0,370888.833,3435075.811
3374,2.25,1.5271,0.6787,0,7999,0,0,388938.0563,3465138.827
4162,2.25,3.2768,1.4563,0,0,0,0,383523.6818,3482251.611
4127,2.25,0.4515,0.2007,0,7447,0,0,330388.833,3481575.811
5499,2.25,0,0,0,1664,0,0,336553.536,3510200.98
5305,2.25,0.1482,0.0659,0,444,0,0,369000.4263,3505009.894
3619,2.25,5.0454,2.2424,0,1415,0,0,324388.833,3471075.811
3065,2.25,17.9337,7.9705,11647.71,180855,0,0,357388.833,3459075.811
4057,2.25,4.7462,2.1094,0,7214,0,0,333388.833,3480075.811
3515,2.25,0.6057,0.2692,0,743,0,0,384101.8947,3468068.569
1095,2.25,4.5242,2.0108,0,1515,0,0,318388.833,3418575.811
3111,2.25,0.0319,0.0142,0,1848,0,0,318388.833,3460575.811
2192,2.25,24.6821,10.9698,12360,78538,0,0,343888.833,3441075.811
685,2.25,2.4681,1.0969,0,16969,0,0,351388.833,3409575.811
3918,2.25,4.6932,2.0859,0,25164,0,0,340888.833,3477075.811
